day,Team_A_skill_sol_flag,Team_A_pref_sol_flag,Team_A_total_skills,Team_A_work_cost,Team_A_train_cost,Team_A_excess_after_skill,Team_A_excess_after_pref,Team_A_present,Team_A_gohome_cost,Team_A_gohome_skill_sol_flag,Team_A_pref_match_after_skill,Team_A_pref_match_after_pref,Team_B_skill_sol_flag,Team_B_pref_sol_flag,Team_B_total_skills,Team_B_work_cost,Team_B_train_cost,Team_B_excess_after_skill,Team_B_excess_after_pref,Team_B_present,Team_B_gohome_cost,Team_B_gohome_skill_sol_flag,Team_B_pref_match_after_skill,Team_B_pref_match_after_pref,Team_C_skill_sol_flag,Team_C_pref_sol_flag,Team_C_total_skills,Team_C_work_cost,Team_C_train_cost,Team_C_excess_after_skill,Team_C_excess_after_pref,Team_C_present,Team_C_gohome_cost,Team_C_gohome_skill_sol_flag,Team_C_pref_match_after_skill,Team_C_pref_match_after_pref,Team_D_skill_sol_flag,Team_D_pref_sol_flag,Team_D_total_skills,Team_D_work_cost,Team_D_train_cost,Team_D_excess_after_skill,Team_D_excess_after_pref,Team_D_present,Team_D_gohome_cost,Team_D_gohome_skill_sol_flag,Team_D_pref_match_after_skill,Team_D_pref_match_after_pref,Team_E_skill_sol_flag,Team_E_pref_sol_flag,Team_E_total_skills,Team_E_work_cost,Team_E_train_cost,Team_E_excess_after_skill,Team_E_excess_after_pref,Team_E_present,Team_E_gohome_cost,Team_E_gohome_skill_sol_flag,Team_E_pref_match_after_skill,Team_E_pref_match_after_pref,Team_F_skill_sol_flag,Team_F_pref_sol_flag,Team_F_total_skills,Team_F_work_cost,Team_F_train_cost,Team_F_excess_after_skill,Team_F_excess_after_pref,Team_F_present,Team_F_gohome_cost,Team_F_gohome_skill_sol_flag,Team_F_pref_match_after_skill,Team_F_pref_match_after_pref,Team_G_skill_sol_flag,Team_G_pref_sol_flag,Team_G_total_skills,Team_G_work_cost,Team_G_train_cost,Team_G_excess_after_skill,Team_G_excess_after_pref,Team_G_present,Team_G_gohome_cost,Team_G_gohome_skill_sol_flag,Team_G_pref_match_after_skill,Team_G_pref_match_after_pref
53,True,True,54,4160.0,320.0,1.0,1.0,14,4320.0,True,9.0,12.0,False,False,70,,,,,12,,False,,,False,False,81,,,,,12,,False,,,False,False,35,,,,,8,,False,,,True,True,35,2880.0,0.0,0.0,0.0,9,,False,6.0,6.0,True,True,63,3520.0,1280.0,4.0,4.0,15,4160.0,True,3.0,11.0,True,True,57,3520.0,640.0,2.0,2.0,13,3840.0,True,7.0,11.0
54,True,True,54,4160.0,0.0,0.0,0.0,13,,False,10.0,10.0,True,True,70,4160.0,0.0,0.0,0.0,13,,False,8.0,8.0,False,False,81,,,,,11,,False,,,True,True,35,2880.0,0.0,1.0,1.0,10,3040.0,True,7.0,9.0,True,True,35,2880.0,0.0,2.0,2.0,11,3200.0,True,5.0,9.0,True,True,63,3520.0,0.0,1.0,1.0,12,3840.0,True,4.0,9.0,True,True,57,3520.0,0.0,1.0,1.0,12,3680.0,True,7.0,10.0
55,False,False,54,,,,,12,,False,,,False,False,70,,,,,11,,False,,,True,True,81,4160.0,320.0,1.0,1.0,14,4320.0,True,4.0,10.0,False,False,36,,,,,6,,False,,,False,False,37,,,,,8,,False,,,True,True,64,3520.0,0.0,1.0,1.0,12,3840.0,True,8.0,9.0,False,False,58,,,,,10,,False,,
56,True,True,54,4160.0,0.0,0.0,0.0,13,4160.0,True,10.0,11.0,True,True,70,4160.0,0.0,0.0,0.0,13,,False,6.0,10.0,False,False,81,,,,,11,,False,,,True,True,36,2880.0,320.0,1.0,1.0,10,3040.0,True,7.0,9.0,True,True,37,2880.0,0.0,0.0,0.0,9,2880.0,True,7.0,9.0,True,True,65,3520.0,320.0,1.0,1.0,12,3840.0,True,6.0,10.0,True,True,58,3520.0,0.0,0.0,0.0,11,3520.0,True,10.0,10.0
57,False,False,54,,,,,12,,False,,,True,True,70,4160.0,640.0,2.0,2.0,15,4480.0,True,6.0,12.0,True,True,81,3840.0,640.0,3.0,3.0,15,4320.0,True,3.0,11.0,False,False,36,,,,,6,,False,,,False,False,37,,,,,6,,False,,,True,True,65,3520.0,0.0,1.0,1.0,12,3680.0,True,6.0,11.0,True,True,58,3520.0,320.0,1.0,1.0,12,3680.0,True,10.0,11.0
58,False,False,54,,,,,11,,False,,,True,True,70,4160.0,640.0,2.0,2.0,15,4640.0,True,5.0,11.0,True,True,82,3840.0,1280.0,4.0,4.0,16,4480.0,True,5.0,12.0,False,False,36,,,,,8,,False,,,False,False,37,,,,,8,,False,,,True,True,66,3520.0,0.0,1.0,1.0,12,3680.0,True,6.0,10.0,True,True,58,3520.0,0.0,0.0,0.0,11,3520.0,True,6.0,10.0
59,False,False,54,,,,,10,,False,,,True,True,70,4160.0,0.0,0.0,0.0,13,,False,11.0,11.0,True,True,82,4160.0,640.0,2.0,2.0,15,4480.0,True,4.0,11.0,True,True,36,2880.0,320.0,2.0,2.0,11,3200.0,True,7.0,9.0,True,True,37,2880.0,640.0,2.0,2.0,11,3200.0,True,5.0,9.0,False,False,67,,,,,10,,False,,,True,True,58,3520.0,0.0,0.0,0.0,11,,False,8.0,9.0
60,False,False,54,,,,,12,,False,,,True,True,70,4160.0,640.0,3.0,3.0,16,4640.0,True,5.0,12.0,True,True,82,4160.0,0.0,2.0,2.0,15,4480.0,True,4.0,11.0,False,False,36,,,,,7,,False,,,False,False,37,,,,,7,,False,,,True,True,67,3520.0,0.0,0.0,0.0,11,3520.0,True,9.0,11.0,False,False,58,,,,,10,,False,,
61,False,False,54,,,,,11,,False,,,True,True,71,4160.0,320.0,1.0,1.0,14,4480.0,True,8.0,11.0,True,True,84,3840.0,320.0,2.0,2.0,14,4160.0,True,5.0,10.0,False,False,36,,,,,8,,False,,,True,True,37,2880.0,0.0,0.0,0.0,9,2880.0,True,7.0,8.0,True,True,67,3520.0,320.0,1.0,1.0,12,3680.0,True,5.0,9.0,True,True,58,3520.0,0.0,0.0,0.0,11,3520.0,True,5.0,9.0
62,False,False,54,,,,,12,,False,,,False,False,71,,,,,10,,False,,,True,True,85,3840.0,0.0,1.0,1.0,13,4160.0,True,3.0,10.0,True,True,36,2880.0,0.0,0.0,0.0,9,,False,6.0,8.0,False,False,37,,,,,7,,False,,,True,True,67,3520.0,640.0,2.0,2.0,13,4000.0,True,5.0,10.0,True,True,58,3520.0,0.0,0.0,0.0,11,3520.0,True,7.0,10.0
63,False,False,54,,,,,11,,False,,,True,True,71,4160.0,0.0,0.0,0.0,13,,False,6.0,10.0,True,True,85,3840.0,0.0,0.0,0.0,12,,False,5.0,9.0,False,False,36,,,,,7,,False,,,True,True,37,2880.0,0.0,0.0,0.0,9,,False,7.0,7.0,True,True,67,3520.0,0.0,0.0,0.0,11,,False,7.0,8.0,False,False,58,,,,,9,,False,,
64,True,True,54,4160.0,0.0,0.0,0.0,13,,False,10.0,11.0,True,True,71,4160.0,0.0,0.0,0.0,13,,False,7.0,10.0,True,True,85,3840.0,1280.0,4.0,4.0,16,4480.0,True,5.0,11.0,False,False,36,,,,,7,,False,,,False,False,37,,,,,8,,False,,,True,True,67,3520.0,960.0,4.0,4.0,15,4160.0,True,3.0,11.0,False,False,58,,,,,10,,False,,
65,True,True,54,4160.0,320.0,2.0,2.0,15,4480.0,True,9.0,13.0,True,True,71,4160.0,640.0,2.0,2.0,15,4480.0,True,5.0,12.0,True,True,85,3840.0,320.0,3.0,3.0,15,4320.0,True,4.0,11.0,False,False,36,,,,,8,,False,,,True,True,37,2880.0,320.0,1.0,1.0,10,3040.0,True,7.0,8.0,True,True,68,3520.0,960.0,4.0,4.0,15,4160.0,True,3.0,11.0,True,True,58,3520.0,320.0,1.0,1.0,12,3840.0,True,6.0,9.0
66,True,True,55,4160.0,320.0,1.0,1.0,14,4320.0,True,9.0,12.0,True,True,71,4160.0,320.0,2.0,2.0,15,4640.0,True,8.0,12.0,True,True,87,3840.0,320.0,1.0,1.0,13,4000.0,True,3.0,10.0,False,False,36,,,,,8,,False,,,False,False,37,,,,,7,,False,,,True,True,68,3520.0,320.0,4.0,4.0,15,4160.0,True,3.0,11.0,True,True,58,3520.0,640.0,2.0,2.0,13,3840.0,True,8.0,11.0
67,False,False,55,,,,,12,,False,,,True,True,72,4160.0,0.0,0.0,0.0,13,,False,7.0,10.0,True,True,87,3840.0,320.0,1.0,1.0,13,4160.0,True,7.0,10.0,False,False,36,,,,,7,,False,,,False,False,37,,,,,8,,False,,,True,True,70,3520.0,640.0,2.0,2.0,13,3840.0,True,4.0,10.0,False,False,58,,,,,9,,False,,
68,True,True,55,4160.0,320.0,2.0,2.0,15,4480.0,True,9.0,13.0,True,True,72,4160.0,0.0,1.0,1.0,14,4480.0,True,7.0,11.0,True,True,87,3840.0,0.0,1.0,1.0,13,4000.0,True,7.0,9.0,True,True,36,2880.0,0.0,0.0,0.0,9,2880.0,True,7.0,9.0,True,True,37,2880.0,640.0,2.0,2.0,11,3200.0,True,5.0,9.0,True,True,70,3520.0,640.0,3.0,3.0,14,4000.0,True,3.0,11.0,False,False,58,,,,,9,,False,,
69,True,True,56,4160.0,320.0,1.0,1.0,14,4320.0,True,10.0,13.0,False,False,73,,,,,12,,False,,,False,False,88,,,,,11,,False,,,True,True,36,2880.0,320.0,1.0,1.0,10,3040.0,True,7.0,9.0,True,True,37,2880.0,0.0,0.0,0.0,9,2880.0,True,8.0,8.0,True,True,70,3520.0,320.0,3.0,3.0,14,4000.0,True,3.0,11.0,True,True,58,3520.0,0.0,2.0,2.0,13,4000.0,True,6.0,10.0
70,False,False,56,,,,,12,,False,,,True,True,73,4160.0,640.0,2.0,2.0,15,4480.0,True,8.0,13.0,True,True,88,3840.0,960.0,3.0,3.0,15,4320.0,True,4.0,11.0,False,False,36,,,,,8,,False,,,False,False,37,,,,,8,,False,,,True,True,71,3520.0,0.0,0.0,0.0,11,,False,5.0,9.0,True,True,60,3520.0,320.0,1.0,1.0,12,3680.0,True,6.0,11.0
71,False,False,56,,,,,11,,False,,,True,True,73,4160.0,320.0,1.0,1.0,14,4480.0,True,8.0,10.0,True,True,88,3840.0,640.0,2.0,2.0,14,4320.0,True,6.0,11.0,False,False,36,,,,,8,,False,,,False,False,37,,,,,8,,False,,,True,True,71,3520.0,0.0,0.0,0.0,11,,False,7.0,9.0,True,True,60,3520.0,640.0,3.0,3.0,14,4000.0,True,5.0,11.0
72,True,True,56,4160.0,0.0,0.0,0.0,13,,False,10.0,11.0,False,False,73,,,,,12,,False,,,True,True,88,3840.0,0.0,0.0,0.0,12,,False,6.0,9.0,False,False,36,,,,,8,,False,,,False,False,37,,,,,8,,False,,,True,True,71,3520.0,320.0,2.0,2.0,13,4000.0,True,7.0,10.0,True,True,61,3520.0,0.0,0.0,0.0,11,3520.0,True,11.0,11.0
73,True,True,56,4160.0,640.0,2.0,2.0,15,4480.0,True,9.0,13.0,True,True,73,4160.0,0.0,0.0,0.0,13,,False,8.0,10.0,True,True,88,3840.0,320.0,3.0,3.0,15,4480.0,True,5.0,11.0,True,True,36,2880.0,320.0,1.0,1.0,10,3040.0,True,7.0,9.0,True,True,37,2880.0,320.0,2.0,2.0,11,3200.0,True,5.0,9.0,True,True,72,3520.0,1280.0,4.0,4.0,15,4160.0,True,2.0,11.0,True,True,61,3520.0,640.0,3.0,3.0,14,4000.0,True,5.0,11.0
74,True,True,56,4160.0,320.0,2.0,2.0,15,4480.0,True,9.0,13.0,True,True,73,4160.0,320.0,2.0,2.0,15,4480.0,True,7.0,12.0,True,True,90,4160.0,0.0,0.0,0.0,13,4160.0,True,7.0,11.0,False,False,36,,,,,6,,False,,,True,True,38,2880.0,0.0,0.0,0.0,9,2880.0,True,9.0,9.0,True,True,72,3520.0,960.0,3.0,3.0,14,4000.0,True,5.0,11.0,True,True,62,3520.0,320.0,2.0,2.0,13,3840.0,True,6.0,11.0
75,True,True,57,4160.0,320.0,1.0,1.0,14,4320.0,True,10.0,13.0,True,True,74,4160.0,320.0,1.0,1.0,14,4480.0,True,8.0,11.0,True,True,90,3840.0,320.0,1.0,1.0,13,4160.0,True,6.0,9.0,False,False,36,,,,,8,,False,,,True,True,38,2880.0,0.0,0.0,0.0,9,2880.0,True,9.0,9.0,True,True,72,3520.0,640.0,3.0,3.0,14,4000.0,True,3.0,11.0,False,False,63,,,,,10,,False,,
76,True,True,57,4160.0,320.0,1.0,1.0,14,4480.0,True,8.0,12.0,False,False,74,,,,,12,,False,,,False,False,90,,,,,11,,False,,,False,False,36,,,,,8,,False,,,True,True,38,2880.0,0.0,0.0,0.0,9,2880.0,True,8.0,8.0,True,True,73,3520.0,320.0,2.0,2.0,13,4000.0,True,4.0,9.0,True,True,63,3520.0,0.0,0.0,0.0,11,,False,7.0,8.0
77,False,False,57,,,,,11,,False,,,True,True,74,4160.0,0.0,0.0,0.0,13,,False,7.0,10.0,True,True,90,3840.0,0.0,0.0,0.0,12,,False,5.0,10.0,False,False,36,,,,,8,,False,,,True,True,38,2880.0,0.0,0.0,0.0,9,2880.0,True,5.0,8.0,True,True,74,3520.0,320.0,1.0,1.0,12,3840.0,True,6.0,9.0,False,False,63,,,,,10,,False,,
78,False,False,57,,,,,11,,False,,,True,True,74,4160.0,640.0,3.0,3.0,16,4640.0,True,5.0,12.0,True,True,90,3840.0,320.0,3.0,3.0,15,4320.0,True,3.0,12.0,True,True,36,2880.0,0.0,1.0,1.0,10,3040.0,True,7.0,9.0,True,True,38,2880.0,0.0,0.0,0.0,9,2880.0,True,7.0,8.0,True,True,74,3520.0,0.0,2.0,2.0,13,3840.0,True,7.0,11.0,True,True,63,3520.0,320.0,1.0,1.0,12,3840.0,True,9.0,9.0
79,True,True,57,4160.0,0.0,1.0,1.0,14,4320.0,True,8.0,12.0,True,True,75,4160.0,0.0,0.0,0.0,13,,False,10.0,10.0,True,True,91,3840.0,0.0,0.0,0.0,12,,False,4.0,8.0,False,False,37,,,,,5,,False,,,False,False,38,,,,,7,,False,,,True,True,75,3520.0,640.0,2.0,2.0,13,3840.0,True,5.0,10.0,True,True,63,3520.0,0.0,0.0,0.0,11,,False,8.0,10.0
80,True,True,58,4160.0,0.0,0.0,0.0,13,,False,11.0,11.0,True,True,75,4160.0,0.0,0.0,0.0,13,,False,9.0,11.0,True,True,91,3840.0,320.0,1.0,1.0,13,4160.0,True,6.0,9.0,False,False,37,,,,,7,,False,,,True,True,38,2880.0,0.0,0.0,0.0,9,2880.0,True,7.0,8.0,True,True,75,3520.0,320.0,2.0,2.0,13,4000.0,True,5.0,10.0,True,True,63,3520.0,320.0,1.0,1.0,12,3840.0,True,5.0,9.0
81,True,True,58,4160.0,0.0,0.0,0.0,13,,False,11.0,11.0,True,True,75,4160.0,640.0,2.0,2.0,15,4480.0,True,5.0,11.0,True,True,91,3840.0,960.0,3.0,3.0,15,4320.0,True,2.0,11.0,True,True,37,2880.0,0.0,0.0,0.0,9,,False,6.0,7.0,False,False,38,,,,,8,,False,,,True,True,76,3520.0,320.0,2.0,2.0,13,3840.0,True,5.0,10.0,True,True,63,3520.0,0.0,0.0,0.0,11,3520.0,True,6.0,11.0
82,True,True,58,4160.0,0.0,0.0,0.0,13,4160.0,True,10.0,12.0,True,True,75,4160.0,0.0,2.0,2.0,15,4480.0,True,7.0,11.0,True,True,91,3840.0,320.0,1.0,1.0,13,4160.0,True,4.0,9.0,False,False,37,,,,,7,,False,,,False,False,38,,,,,8,,False,,,True,True,77,3520.0,320.0,2.0,2.0,13,3840.0,True,6.0,10.0,True,True,63,3520.0,0.0,1.0,1.0,12,3840.0,True,5.0,9.0
83,False,False,58,,,,,11,,False,,,True,True,77,4160.0,640.0,2.0,2.0,15,4480.0,True,8.0,13.0,True,True,91,3840.0,320.0,2.0,2.0,14,4160.0,True,5.0,10.0,False,False,37,,,,,8,,False,,,True,True,38,2880.0,0.0,0.0,0.0,9,2880.0,True,7.0,8.0,False,False,77,,,,,10,,False,,,False,False,64,,,,,10,,False,,
84,True,True,58,4160.0,320.0,1.0,1.0,14,4320.0,True,9.0,13.0,True,True,77,4160.0,640.0,2.0,2.0,15,4480.0,True,6.0,12.0,True,True,91,3840.0,640.0,3.0,3.0,15,4320.0,True,4.0,10.0,False,False,37,,,,,8,,False,,,False,False,38,,,,,7,,False,,,True,True,77,3520.0,640.0,2.0,2.0,13,3840.0,True,6.0,11.0,True,True,64,3520.0,0.0,0.0,0.0,11,,False,9.0,9.0
85,True,True,58,4160.0,320.0,1.0,1.0,14,4320.0,True,10.0,13.0,True,True,77,4160.0,320.0,2.0,2.0,15,4480.0,True,5.0,12.0,True,True,91,3840.0,320.0,1.0,1.0,13,4000.0,True,2.0,10.0,False,False,37,,,,,8,,False,,,True,True,38,2880.0,0.0,0.0,0.0,9,2880.0,True,5.0,8.0,True,True,77,3520.0,640.0,2.0,2.0,13,3840.0,True,7.0,11.0,True,True,64,3520.0,640.0,2.0,2.0,13,3840.0,True,8.0,11.0
86,False,False,58,,,,,12,,False,,,True,True,78,4160.0,320.0,1.0,1.0,14,4480.0,True,4.0,10.0,True,True,91,3840.0,640.0,3.0,3.0,15,4320.0,True,3.0,11.0,False,False,37,,,,,7,,False,,,False,False,38,,,,,7,,False,,,True,True,77,3520.0,0.0,2.0,2.0,13,3840.0,True,5.0,10.0,True,True,64,3520.0,640.0,2.0,2.0,13,3840.0,True,6.0,11.0
87,False,False,58,,,,,11,,False,,,True,True,78,4160.0,320.0,1.0,1.0,14,4480.0,True,7.0,11.0,True,True,91,3840.0,320.0,1.0,1.0,13,4160.0,True,4.0,10.0,False,False,37,,,,,7,,False,,,False,False,38,,,,,7,,False,,,True,True,78,3520.0,0.0,2.0,2.0,13,3840.0,True,6.0,10.0,True,True,64,3520.0,0.0,0.0,0.0,11,,False,8.0,10.0
88,True,True,58,4160.0,0.0,0.0,0.0,13,,False,11.0,11.0,True,True,78,4160.0,0.0,0.0,0.0,13,,False,7.0,10.0,True,True,91,3840.0,0.0,0.0,0.0,12,3840.0,True,6.0,9.0,True,True,37,2880.0,0.0,0.0,0.0,9,,False,6.0,7.0,True,True,38,2880.0,320.0,1.0,1.0,10,3040.0,True,5.0,8.0,True,True,80,3520.0,320.0,2.0,2.0,13,3840.0,True,5.0,10.0,True,True,64,3520.0,0.0,0.0,0.0,11,3520.0,True,11.0,11.0
89,True,True,58,4160.0,0.0,0.0,0.0,13,,False,9.0,12.0,True,True,78,4160.0,0.0,0.0,0.0,13,,False,7.0,10.0,True,True,91,4160.0,0.0,0.0,0.0,13,4160.0,True,4.0,9.0,True,True,37,2880.0,0.0,0.0,0.0,9,,False,6.0,7.0,True,True,38,2880.0,320.0,1.0,1.0,10,3040.0,True,6.0,9.0,True,True,80,3520.0,640.0,3.0,3.0,14,4000.0,True,3.0,10.0,True,True,64,3520.0,0.0,0.0,0.0,11,,False,9.0,9.0
90,True,True,58,4160.0,0.0,0.0,0.0,13,,False,10.0,10.0,True,True,78,4160.0,0.0,0.0,0.0,13,,False,9.0,11.0,True,True,91,3840.0,320.0,3.0,3.0,15,4320.0,True,3.0,10.0,True,True,37,2880.0,0.0,0.0,0.0,9,2880.0,True,7.0,9.0,True,True,38,2880.0,0.0,1.0,1.0,10,3040.0,True,8.0,9.0,True,True,80,3520.0,0.0,1.0,1.0,12,3840.0,True,4.0,10.0,True,True,64,3520.0,960.0,3.0,3.0,14,4000.0,True,5.0,11.0
91,True,True,58,4160.0,640.0,2.0,2.0,15,4480.0,True,9.0,13.0,True,True,78,4160.0,960.0,3.0,3.0,16,4640.0,True,6.0,13.0,True,True,93,3840.0,320.0,3.0,3.0,15,4480.0,True,3.0,10.0,False,False,37,,,,,7,,False,,,True,True,38,2880.0,320.0,1.0,1.0,10,3040.0,True,6.0,9.0,True,True,80,3520.0,320.0,2.0,2.0,13,3840.0,True,3.0,10.0,True,True,64,3520.0,0.0,0.0,0.0,11,3520.0,True,7.0,10.0
92,True,True,58,4160.0,0.0,0.0,0.0,13,,False,10.0,11.0,True,True,78,4160.0,0.0,0.0,0.0,13,4160.0,True,10.0,12.0,True,True,95,3840.0,0.0,0.0,0.0,12,,False,5.0,10.0,True,True,37,2880.0,320.0,1.0,1.0,10,3040.0,True,9.0,9.0,True,True,38,2880.0,320.0,1.0,1.0,10,3040.0,True,8.0,8.0,True,True,81,3520.0,640.0,2.0,2.0,13,3840.0,True,4.0,10.0,False,False,64,,,,,10,,False,,
93,True,True,58,4160.0,320.0,2.0,2.0,15,4480.0,True,9.0,13.0,False,False,78,,,,,12,,False,,,True,True,95,3840.0,320.0,2.0,2.0,14,4160.0,True,6.0,12.0,False,False,37,,,,,8,,False,,,True,True,38,2880.0,0.0,1.0,1.0,10,3040.0,True,8.0,9.0,True,True,81,3520.0,0.0,3.0,3.0,14,4000.0,True,3.0,10.0,True,True,64,3520.0,0.0,0.0,0.0,11,,False,8.0,9.0
94,True,True,59,4160.0,0.0,1.0,1.0,14,4480.0,True,10.0,12.0,False,False,78,,,,,11,,False,,,True,True,96,3840.0,320.0,1.0,1.0,13,4000.0,True,6.0,9.0,True,True,37,2880.0,320.0,1.0,1.0,10,3040.0,True,9.0,9.0,True,True,38,2880.0,0.0,1.0,1.0,10,3040.0,True,8.0,9.0,True,True,81,3520.0,320.0,1.0,1.0,12,3680.0,True,7.0,11.0,False,False,64,,,,,10,,False,,
95,True,True,60,4160.0,640.0,2.0,2.0,15,4480.0,True,9.0,13.0,True,True,78,4160.0,640.0,3.0,3.0,16,4640.0,True,6.0,12.0,True,True,96,3840.0,960.0,3.0,3.0,15,4480.0,True,3.0,11.0,False,False,37,,,,,8,,False,,,True,True,38,2880.0,0.0,0.0,0.0,9,,False,5.0,8.0,True,True,81,3520.0,0.0,3.0,3.0,14,4000.0,True,2.0,11.0,True,True,64,3520.0,320.0,2.0,2.0,13,3840.0,True,9.0,11.0
96,True,True,60,4160.0,640.0,2.0,2.0,15,4480.0,True,9.0,13.0,True,True,79,4160.0,320.0,1.0,1.0,14,4480.0,True,9.0,11.0,True,True,96,3840.0,640.0,2.0,2.0,14,4160.0,True,4.0,11.0,True,True,37,2880.0,0.0,0.0,0.0,9,,False,6.0,6.0,False,False,38,,,,,8,,False,,,True,True,81,3520.0,640.0,4.0,4.0,15,4160.0,True,2.0,11.0,True,True,65,3520.0,320.0,2.0,2.0,13,4000.0,True,4.0,10.0
97,False,False,60,,,,,12,,False,,,True,True,79,4160.0,0.0,0.0,0.0,13,,False,6.0,10.0,True,True,96,3840.0,320.0,3.0,3.0,15,4320.0,True,3.0,11.0,False,False,37,,,,,6,,False,,,False,False,38,,,,,7,,False,,,True,True,81,3520.0,0.0,0.0,0.0,11,,False,6.0,9.0,True,True,66,3520.0,320.0,1.0,1.0,12,3840.0,True,7.0,10.0
98,True,True,60,4160.0,320.0,1.0,1.0,14,4320.0,True,9.0,12.0,True,True,79,4160.0,0.0,2.0,2.0,15,4640.0,True,4.0,12.0,True,True,97,3840.0,960.0,3.0,3.0,15,4320.0,True,2.0,12.0,False,False,37,,,,,6,,False,,,False,False,38,,,,,8,,False,,,False,False,81,,,,,10,,False,,,True,True,66,3520.0,320.0,2.0,2.0,13,3840.0,True,6.0,11.0
99,False,False,60,,,,,12,,False,,,True,True,81,4160.0,0.0,0.0,0.0,13,,False,9.0,11.0,True,True,97,3840.0,320.0,2.0,2.0,14,4160.0,True,6.0,11.0,True,True,37,2880.0,0.0,0.0,0.0,9,,False,6.0,6.0,True,True,38,2880.0,0.0,0.0,0.0,9,2880.0,True,9.0,9.0,True,True,81,3520.0,320.0,2.0,2.0,13,3840.0,True,4.0,10.0,False,False,67,,,,,9,,False,,
100,False,False,60,,,,,11,,False,,,True,True,81,4160.0,0.0,0.0,0.0,13,4160.0,True,7.0,11.0,True,True,97,3840.0,0.0,0.0,0.0,12,3840.0,True,2.0,8.0,True,True,37,2880.0,320.0,1.0,1.0,10,3040.0,True,9.0,9.0,True,True,38,2880.0,0.0,1.0,1.0,10,3040.0,True,8.0,9.0,True,True,81,3520.0,0.0,0.0,0.0,11,,False,8.0,10.0,True,True,67,3520.0,640.0,2.0,2.0,13,3840.0,True,7.0,11.0
101,True,True,60,4160.0,0.0,0.0,0.0,13,,False,11.0,12.0,True,True,81,4160.0,0.0,0.0,0.0,13,4160.0,True,10.0,12.0,True,True,97,3840.0,0.0,1.0,1.0,13,4000.0,True,3.0,9.0,True,True,37,2880.0,320.0,1.0,1.0,10,3040.0,True,6.0,8.0,True,True,38,2880.0,0.0,1.0,1.0,10,3040.0,True,6.0,9.0,True,True,81,3520.0,0.0,3.0,3.0,14,4000.0,True,4.0,11.0,True,True,67,3520.0,320.0,1.0,1.0,12,3840.0,True,6.0,10.0
102,True,True,60,4160.0,0.0,1.0,1.0,14,4480.0,True,10.0,12.0,True,True,81,4160.0,320.0,2.0,2.0,15,4480.0,True,8.0,13.0,True,True,98,3840.0,320.0,1.0,1.0,13,4000.0,True,2.0,10.0,True,True,37,2880.0,0.0,0.0,0.0,9,2880.0,True,7.0,9.0,True,True,39,2880.0,0.0,0.0,0.0,9,2880.0,True,9.0,9.0,True,True,81,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,10.0,True,True,67,3520.0,0.0,1.0,1.0,12,3680.0,True,7.0,11.0
103,True,True,61,4160.0,0.0,0.0,0.0,13,,False,9.0,11.0,False,False,82,,,,,12,,False,,,True,True,98,3840.0,0.0,1.0,1.0,13,,False,6.0,9.0,False,False,37,,,,,6,,False,,,False,False,39,,,,,8,,False,,,True,True,82,3520.0,0.0,3.0,3.0,14,4000.0,True,3.0,10.0,True,True,68,3520.0,640.0,2.0,2.0,13,3840.0,True,7.0,11.0
104,True,True,61,4160.0,0.0,0.0,0.0,13,4160.0,True,12.0,12.0,False,False,82,,,,,8,,False,,,False,False,99,,,,,10,,False,,,True,True,37,2880.0,0.0,1.0,1.0,10,3040.0,True,9.0,9.0,True,True,39,2880.0,0.0,0.0,0.0,9,2880.0,True,7.0,8.0,True,True,84,3520.0,0.0,1.0,1.0,12,3680.0,True,4.0,10.0,False,False,68,,,,,10,,False,,
105,False,False,61,,,,,11,,False,,,True,True,82,4160.0,640.0,2.0,2.0,15,4800.0,True,6.0,11.0,True,True,99,3840.0,640.0,2.0,2.0,14,4160.0,True,4.0,11.0,False,False,38,,,,,7,,False,,,False,False,39,,,,,8,,False,,,True,True,84,3520.0,0.0,0.0,0.0,11,,False,4.0,9.0,True,True,68,3520.0,0.0,0.0,0.0,11,,False,7.0,9.0
106,True,True,61,4160.0,0.0,0.0,0.0,13,,False,10.0,11.0,True,True,82,4160.0,320.0,1.0,1.0,14,4320.0,True,7.0,12.0,True,True,99,3840.0,320.0,1.0,1.0,13,,False,6.0,10.0,False,False,38,,,,,8,,False,,,True,True,39,2880.0,0.0,0.0,0.0,9,,False,6.0,7.0,True,True,84,3520.0,320.0,1.0,1.0,12,3840.0,True,5.0,9.0,False,False,68,,,,,9,,False,,
107,False,False,61,,,,,11,,False,,,True,True,82,4160.0,320.0,1.0,1.0,14,4320.0,True,6.0,10.0,True,True,99,3840.0,640.0,2.0,2.0,14,4320.0,True,7.0,10.0,False,False,38,,,,,7,,False,,,True,True,39,2880.0,0.0,0.0,0.0,9,,False,7.0,7.0,True,True,84,3520.0,320.0,1.0,1.0,12,3680.0,True,6.0,11.0,True,True,68,3520.0,0.0,0.0,0.0,11,3520.0,True,5.0,10.0
